customer_id,cohort_month,order_month,cohort_index
5930,2020-06-01,2020-06-01,0
5978,2020-06-01,2020-06-01,0
6279,2020-09-01,2020-09-01,0
4501,2020-02-01,2023-11-01,45
3780,2021-06-01,2021-06-01,0
9445,2022-01-01,2022-01-01,0
6491,2023-05-01,2023-05-01,0
6085,2020-04-01,2025-04-01,60
3414,2020-02-01,2021-04-01,14
8784,2020-10-01,2023-04-01,30
8461,2020-10-01,2020-10-01,0
4185,2020-07-01,2022-06-01,23
9099,2020-11-01,2020-11-01,0
1090,2024-04-01,2024-04-01,0
7965,2021-10-01,2023-04-01,18
9486,2020-01-01,2022-03-01,26
5082,2021-01-01,2021-01-01,0
8478,2021-06-01,2023-01-01,19
9702,2023-12-01,2023-12-01,0
6198,2020-03-01,2024-07-01,52
9270,2024-05-01,2024-05-01,0
8305,2021-10-01,2023-05-01,19
8777,2023-04-01,2024-03-01,11
5543,2020-01-01,2020-01-01,0
8939,2021-08-01,2021-08-01,0
8206,2021-04-01,2022-10-01,18
4841,2021-12-01,2021-12-01,0
9849,2020-09-01,2020-09-01,0
4788,2021-06-01,2024-03-01,33
4505,2022-03-01,2022-03-01,0
6421,2021-05-01,2022-09-01,16
2020,2020-04-01,2022-04-01,24
7381,2020-08-01,2020-08-01,0
1320,2023-11-01,2023-11-01,0
7232,2021-08-01,2024-07-01,35
5892,2020-12-01,2020-12-01,0
9818,2020-08-01,2023-06-01,34
4613,2020-01-01,2020-05-01,4
8140,2023-11-01,2023-11-01,0
6507,2023-11-01,2023-11-01,0
3704,2020-06-01,2020-06-01,0
9751,2020-07-01,2023-09-01,38
1444,2021-11-01,2021-11-01,0
3223,2020-04-01,2020-04-01,0
1823,2020-09-01,2020-09-01,0
4467,2020-08-01,2020-08-01,0
7211,2021-06-01,2024-05-01,35
5133,2023-06-01,2023-06-01,0
1317,2022-09-01,2022-09-01,0
6733,2020-10-01,2021-04-01,6
1659,2021-11-01,2021-11-01,0
4266,2022-07-01,2022-07-01,0
3496,2022-05-01,2023-10-01,17
2874,2022-03-01,2024-03-01,24
8619,2023-03-01,2023-03-01,0
3749,2021-08-01,2025-03-01,43
2876,2020-04-01,2020-04-01,0
6096,2020-01-01,2021-10-01,21
6111,2023-03-01,2023-03-01,0
7498,2023-07-01,2024-06-01,11
2245,2020-06-01,2021-05-01,11
4978,2021-10-01,2021-10-01,0
2983,2020-06-01,2020-06-01,0
1672,2022-01-01,2025-01-01,36
7071,2020-09-01,2024-11-01,50
6590,2023-02-01,2023-02-01,0
9031,2021-06-01,2021-06-01,0
8532,2020-09-01,2020-09-01,0
3885,2020-11-01,2023-12-01,37
5425,2021-12-01,2023-10-01,22
8921,2020-06-01,2020-06-01,0
5397,2023-06-01,2023-06-01,0
2419,2024-05-01,2024-05-01,0
4995,2023-03-01,2024-08-01,17
7209,2020-03-01,2020-03-01,0
6325,2021-05-01,2021-05-01,0
6813,2023-02-01,2023-02-01,0
5581,2020-04-01,2020-04-01,0
5526,2020-04-01,2020-04-01,0
4130,2020-02-01,2022-11-01,33
7658,2020-08-01,2023-02-01,30
8800,2023-12-01,2023-12-01,0
8342,2020-04-01,2020-04-01,0
5820,2020-07-01,2022-09-01,26
4986,2021-10-01,2021-10-01,0
7046,2020-07-01,2022-06-01,23
6632,2024-10-01,2024-10-01,0
6419,2021-01-01,2024-05-01,40
5438,2024-04-01,2024-04-01,0
2976,2020-11-01,2022-05-01,18
2958,2020-04-01,2020-04-01,0
4033,2021-01-01,2021-03-01,2
8933,2020-06-01,2024-05-01,47
9595,2020-08-01,2020-08-01,0
4180,2020-09-01,2023-11-01,38
3939,2022-06-01,2022-06-01,0
9751,2020-07-01,2020-07-01,0
1893,2022-11-01,2022-11-01,0
3068,2020-07-01,2023-02-01,31
2680,2021-10-01,2024-09-01,35
5658,2023-08-01,2023-08-01,0
6582,2020-09-01,2023-12-01,39
5136,2021-05-01,2021-05-01,0
2869,2020-09-01,2020-09-01,0
9056,2023-01-01,2025-02-01,25
1878,2023-04-01,2023-04-01,0
5978,2020-06-01,2022-11-01,29
2940,2021-08-01,2023-05-01,21
4697,2020-06-01,2020-06-01,0
8381,2023-11-01,2023-11-01,0
8025,2020-08-01,2022-01-01,17
1986,2022-10-01,2024-09-01,23
2625,2022-02-01,2022-02-01,0
4457,2024-07-01,2024-07-01,0
3573,2021-09-01,2021-09-01,0
2229,2020-04-01,2024-06-01,50
8381,2023-11-01,2023-11-01,0
5771,2024-02-01,2024-02-01,0
5632,2020-01-01,2020-09-01,8
2166,2022-10-01,2022-10-01,0
4241,2023-06-01,2023-06-01,0
4683,2020-11-01,2021-02-01,3
3330,2020-03-01,2020-03-01,0
6039,2024-09-01,2024-09-01,0
5728,2023-02-01,2023-02-01,0
5982,2020-07-01,2023-07-01,36
9199,2020-10-01,2024-12-01,50
2317,2024-03-01,2024-03-01,0
6280,2021-06-01,2024-07-01,37
2496,2022-03-01,2024-02-01,23
1339,2023-08-01,2023-08-01,0
5415,2024-12-01,2024-12-01,0
8708,2020-06-01,2021-04-01,10
5557,2021-11-01,2021-11-01,0
8141,2021-04-01,2024-12-01,44
2494,2024-01-01,2024-01-01,0
6460,2022-06-01,2022-07-01,1
3634,2022-05-01,2024-12-01,31
9117,2020-08-01,2020-08-01,0
1601,2020-12-01,2021-03-01,3
5135,2022-06-01,2022-06-01,0
9431,2022-07-01,2022-07-01,0
9889,2022-12-01,2022-12-01,0
4073,2024-07-01,2024-07-01,0
9167,2022-12-01,2022-12-01,0
4335,2020-03-01,2021-11-01,20
5719,2021-01-01,2022-01-01,12
8941,2020-05-01,2021-06-01,13
4920,2021-08-01,2024-12-01,40
1224,2020-09-01,2020-09-01,0
4681,2022-01-01,2023-05-01,16
8560,2022-07-01,2022-07-01,0
3522,2021-12-01,2023-06-01,18
5781,2020-01-01,2021-07-01,18
7807,2021-03-01,2021-03-01,0
4993,2020-12-01,2020-12-01,0
7284,2021-01-01,2021-01-01,0
9327,2022-07-01,2022-07-01,0
2143,2020-10-01,2020-10-01,0
6568,2023-03-01,2024-01-01,10
5377,2020-12-01,2020-12-01,0
5891,2021-05-01,2024-09-01,40
9022,2022-10-01,2022-10-01,0
9824,2020-03-01,2023-02-01,35
9903,2020-04-01,2023-12-01,44
4090,2020-02-01,2021-01-01,11
7274,2020-04-01,2022-12-01,32
1715,2021-09-01,2021-09-01,0
7246,2020-01-01,2020-01-01,0
3492,2020-07-01,2020-07-01,0
3068,2020-07-01,2023-11-01,40
6439,2021-11-01,2021-11-01,0
2633,2021-03-01,2024-01-01,34
1251,2022-04-01,2022-04-01,0
3529,2021-09-01,2021-09-01,0
6546,2023-03-01,2023-06-01,3
2315,2020-04-01,2023-11-01,43
9742,2022-11-01,2022-11-01,0
8994,2023-07-01,2023-07-01,0
2121,2024-11-01,2024-11-01,0
5708,2024-10-01,2024-10-01,0
2480,2020-02-01,2021-10-01,20
2646,2022-03-01,2023-06-01,15
5906,2022-05-01,2022-05-01,0
6314,2020-02-01,2020-09-01,7
6873,2020-05-01,2022-08-01,27
5000,2020-06-01,2022-08-01,26
3950,2021-07-01,2022-10-01,15
7267,2020-08-01,2022-04-01,20
9153,2020-07-01,2022-03-01,20
4804,2023-10-01,2023-10-01,0
8529,2020-03-01,2024-08-01,53
8622,2020-01-01,2020-01-01,0
9955,2020-05-01,2021-06-01,13
6661,2022-03-01,2022-03-01,0
7951,2021-08-01,2024-01-01,29
5949,2020-08-01,2023-01-01,29
8916,2022-05-01,2023-01-01,8
6881,2020-08-01,2020-08-01,0
5837,2020-10-01,2021-05-01,7
7484,2021-06-01,2022-07-01,13
1803,2021-03-01,2024-06-01,39
9138,2021-02-01,2023-01-01,23
4770,2021-08-01,2021-08-01,0
4588,2022-04-01,2024-05-01,25
5106,2022-01-01,2022-01-01,0
3240,2021-09-01,2021-09-01,0
1645,2020-03-01,2020-10-01,7
1546,2020-04-01,2020-04-01,0
3153,2020-06-01,2020-06-01,0
6352,2023-10-01,2023-10-01,0
4289,2020-02-01,2020-02-01,0
6994,2021-04-01,2021-04-01,0
3695,2023-07-01,2023-07-01,0
5835,2023-04-01,2023-06-01,2
2886,2023-09-01,2024-03-01,6
3306,2020-08-01,2022-12-01,28
7511,2022-02-01,2022-02-01,0
6992,2020-09-01,2020-09-01,0
1228,2022-12-01,2022-12-01,0
8451,2020-01-01,2023-10-01,45
5295,2022-06-01,2022-06-01,0
7086,2025-04-01,2025-04-01,0
8724,2020-01-01,2020-01-01,0
6374,2021-10-01,2021-10-01,0
2035,2020-04-01,2020-04-01,0
5951,2021-05-01,2021-05-01,0
3290,2022-11-01,2023-02-01,3
5986,2020-01-01,2020-01-01,0
2592,2020-08-01,2020-08-01,0
3222,2021-03-01,2023-06-01,27
9850,2020-05-01,2024-11-01,54
3531,2020-05-01,2020-05-01,0
2622,2021-04-01,2023-04-01,24
7686,2022-01-01,2022-01-01,0
1536,2022-11-01,2022-11-01,0
8264,2020-10-01,2024-01-01,39
6942,2020-03-01,2020-09-01,6
7018,2020-04-01,2020-04-01,0
6876,2020-06-01,2022-07-01,25
4109,2020-11-01,2020-11-01,0
2501,2021-09-01,2021-09-01,0
1349,2021-12-01,2022-03-01,3
4990,2020-03-01,2020-06-01,3
4362,2021-04-01,2021-04-01,0
4394,2020-01-01,2021-01-01,12
6383,2021-01-01,2021-01-01,0
1046,2022-01-01,2024-03-01,26
3129,2020-07-01,2020-07-01,0
2801,2022-01-01,2022-01-01,0
3159,2020-05-01,2020-11-01,6
6304,2021-04-01,2021-04-01,0
1858,2021-05-01,2022-10-01,17
9619,2023-02-01,2025-04-01,26
8802,2020-08-01,2021-10-01,14
9408,2020-12-01,2020-12-01,0
9254,2021-02-01,2021-02-01,0
1710,2020-03-01,2022-07-01,28
9543,2020-10-01,2020-10-01,0
1510,2021-03-01,2024-06-01,39
7580,2020-10-01,2020-10-01,0
9032,2021-09-01,2023-01-01,16
2204,2020-10-01,2020-10-01,0
3430,2020-01-01,2024-10-01,57
9984,2022-10-01,2023-03-01,5
9692,2020-02-01,2022-09-01,31
8048,2024-04-01,2024-04-01,0
2874,2022-03-01,2022-03-01,0
4522,2024-03-01,2024-03-01,0
7779,2020-12-01,2021-12-01,12
7532,2020-12-01,2022-03-01,15
6120,2024-01-01,2024-01-01,0
5176,2020-01-01,2020-01-01,0
8770,2020-07-01,2024-11-01,52
2527,2020-09-01,2020-09-01,0
7105,2020-09-01,2021-08-01,11
1982,2024-07-01,2024-07-01,0
6400,2020-01-01,2020-01-01,0
6793,2021-02-01,2021-02-01,0
1842,2020-04-01,2022-08-01,28
6119,2022-02-01,2022-02-01,0
9313,2022-06-01,2024-06-01,24
8900,2020-12-01,2022-08-01,20
6736,2023-07-01,2023-07-01,0
2882,2020-02-01,2020-03-01,1
4705,2022-01-01,2022-01-01,0
1430,2021-06-01,2022-04-01,10
5381,2020-05-01,2020-05-01,0
6062,2020-07-01,2020-07-01,0
1100,2022-02-01,2024-06-01,28
7566,2021-03-01,2021-11-01,8
1502,2023-01-01,2023-01-01,0
4524,2022-10-01,2023-05-01,7
6585,2024-10-01,2024-10-01,0
6314,2020-02-01,2023-07-01,41
2391,2022-08-01,2023-12-01,16
3579,2020-07-01,2022-11-01,28
2336,2020-02-01,2020-02-01,0
7947,2021-12-01,2021-12-01,0
7785,2020-05-01,2024-07-01,50
2864,2023-09-01,2023-09-01,0
5640,2020-06-01,2020-06-01,0
8972,2021-11-01,2024-04-01,29
1744,2023-04-01,2023-04-01,0
1897,2020-01-01,2021-07-01,18
4460,2020-10-01,2023-04-01,30
5742,2020-03-01,2023-08-01,41
9149,2023-07-01,2023-07-01,0
3116,2022-04-01,2022-04-01,0
4770,2021-08-01,2022-12-01,16
6802,2020-11-01,2020-11-01,0
1693,2020-12-01,2020-12-01,0
2275,2022-01-01,2023-08-01,19
8033,2021-06-01,2025-04-01,46
7843,2022-01-01,2022-01-01,0
1341,2021-01-01,2023-12-01,35
8538,2020-07-01,2022-07-01,24
2443,2022-06-01,2022-06-01,0
4986,2021-10-01,2023-01-01,15
9584,2023-01-01,2023-11-01,10
6562,2022-07-01,2022-07-01,0
2251,2020-03-01,2020-10-01,7
9693,2020-09-01,2023-02-01,29
6752,2020-04-01,2020-04-01,0
3419,2022-05-01,2022-05-01,0
5193,2020-02-01,2022-07-01,29
3504,2020-11-01,2020-11-01,0
2234,2021-08-01,2024-02-01,30
9095,2021-11-01,2023-03-01,16
8354,2020-04-01,2022-05-01,25
6295,2021-09-01,2022-09-01,12
6179,2022-09-01,2024-03-01,18
8682,2023-07-01,2023-07-01,0
5500,2020-01-01,2020-01-01,0
9312,2022-11-01,2022-11-01,0
8404,2020-01-01,2024-09-01,56
5703,2020-01-01,2025-03-01,62
9307,2022-06-01,2022-06-01,0
1672,2022-01-01,2022-04-01,3
4084,2022-11-01,2025-01-01,26
9214,2020-05-01,2021-07-01,14
8381,2023-11-01,2024-08-01,9
2381,2021-09-01,2021-09-01,0
1641,2020-06-01,2020-06-01,0
8199,2023-05-01,2023-12-01,7
3600,2022-02-01,2022-02-01,0
7347,2020-05-01,2021-05-01,12
1857,2021-11-01,2025-01-01,38
6482,2020-06-01,2025-01-01,55
7333,2022-03-01,2022-03-01,0
3463,2021-07-01,2021-07-01,0
3317,2020-03-01,2023-02-01,35
7421,2021-02-01,2021-02-01,0
2388,2022-10-01,2023-03-01,5
6381,2020-02-01,2024-10-01,56
9624,2024-01-01,2024-01-01,0
7937,2023-01-01,2023-01-01,0
6940,2021-01-01,2024-09-01,44
6598,2020-10-01,2021-12-01,14
4145,2022-08-01,2025-02-01,30
3538,2023-02-01,2023-02-01,0
9317,2020-06-01,2020-06-01,0
9626,2021-07-01,2021-07-01,0
3147,2022-06-01,2024-12-01,30
3658,2020-03-01,2022-07-01,28
3712,2020-10-01,2020-10-01,0
7731,2021-10-01,2021-10-01,0
4891,2022-07-01,2023-09-01,14
5668,2020-08-01,2020-08-01,0
4833,2021-10-01,2021-10-01,0
8684,2021-10-01,2021-12-01,2
7026,2021-09-01,2021-09-01,0
8218,2020-08-01,2021-02-01,6
7256,2022-07-01,2022-07-01,0
3655,2021-01-01,2024-11-01,46
3267,2020-09-01,2020-09-01,0
8873,2022-01-01,2022-01-01,0
2680,2021-10-01,2021-10-01,0
3042,2020-03-01,2021-03-01,12
5469,2022-04-01,2022-04-01,0
3414,2020-02-01,2020-02-01,0
4637,2022-04-01,2023-02-01,10
1436,2020-07-01,2020-07-01,0
9224,2020-02-01,2021-02-01,12
2337,2022-03-01,2022-03-01,0
6221,2024-05-01,2024-05-01,0
6493,2021-02-01,2024-06-01,40
1627,2021-05-01,2021-06-01,1
3273,2020-03-01,2022-09-01,30
8349,2020-09-01,2023-12-01,39
1311,2023-12-01,2023-12-01,0
9991,2022-08-01,2024-06-01,22
9647,2020-02-01,2020-06-01,4
4893,2021-04-01,2023-05-01,25
4906,2021-02-01,2023-06-01,28
8489,2020-09-01,2020-09-01,0
9782,2020-01-01,2023-12-01,47
4963,2020-02-01,2020-09-01,7
8032,2020-04-01,2025-04-01,60
4941,2020-10-01,2025-04-01,54
2402,2020-07-01,2024-06-01,47
2108,2021-11-01,2022-06-01,7
9312,2022-11-01,2025-01-01,26
1333,2020-10-01,2020-10-01,0
1713,2024-08-01,2024-08-01,0
5155,2024-03-01,2025-02-01,11
2106,2021-07-01,2023-06-01,23
2698,2021-05-01,2021-05-01,0
6447,2020-01-01,2020-01-01,0
9945,2020-04-01,2020-04-01,0
3868,2020-03-01,2023-02-01,35
8612,2023-04-01,2024-01-01,9
3986,2020-02-01,2020-02-01,0
8498,2020-03-01,2021-03-01,12
1717,2021-10-01,2022-09-01,11
6170,2022-08-01,2023-09-01,13
7524,2020-05-01,2022-08-01,27
8756,2020-07-01,2023-02-01,31
4131,2023-08-01,2025-03-01,19
6438,2021-07-01,2021-07-01,0
8159,2021-02-01,2023-09-01,31
8204,2022-01-01,2022-01-01,0
6554,2021-02-01,2021-02-01,0
9151,2024-06-01,2024-06-01,0
5369,2025-02-01,2025-02-01,0
7955,2020-08-01,2020-08-01,0
3956,2020-07-01,2020-08-01,1
2680,2021-10-01,2023-09-01,23
5843,2020-12-01,2025-03-01,51
7981,2021-05-01,2022-09-01,16
6759,2020-07-01,2021-05-01,10
6776,2022-12-01,2022-12-01,0
5498,2021-04-01,2022-03-01,11
2229,2020-04-01,2020-12-01,8
6952,2022-01-01,2024-04-01,27
3621,2020-12-01,2022-03-01,15
8179,2020-05-01,2020-05-01,0
4866,2021-06-01,2022-09-01,15
6933,2023-12-01,2023-12-01,0
1530,2022-03-01,2022-08-01,5
8371,2021-02-01,2021-02-01,0
8273,2020-12-01,2020-12-01,0
3255,2020-02-01,2022-02-01,24
6150,2022-07-01,2023-12-01,17
2858,2023-10-01,2023-10-01,0
9176,2025-03-01,2025-03-01,0
2929,2020-03-01,2021-01-01,10
8311,2021-06-01,2021-06-01,0
5678,2020-09-01,2022-04-01,19
4279,2020-08-01,2021-09-01,13
8406,2020-09-01,2023-12-01,39
8292,2020-07-01,2025-01-01,54
6236,2020-08-01,2020-08-01,0
2063,2020-09-01,2022-11-01,26
5914,2023-09-01,2023-09-01,0
3852,2023-12-01,2024-12-01,12
4673,2020-09-01,2020-09-01,0
3275,2022-11-01,2022-11-01,0
1430,2021-06-01,2021-06-01,0
7044,2020-02-01,2020-02-01,0
3126,2022-01-01,2023-12-01,23
2077,2022-03-01,2025-02-01,35
8842,2023-05-01,2023-05-01,0
2208,2021-07-01,2021-07-01,0
2215,2023-04-01,2023-04-01,0
9476,2020-09-01,2021-11-01,14
3981,2020-01-01,2020-08-01,7
8088,2021-07-01,2022-01-01,6
3034,2022-07-01,2022-07-01,0
3697,2020-09-01,2020-09-01,0
4694,2021-03-01,2025-02-01,47
5653,2024-06-01,2024-06-01,0
4216,2020-03-01,2020-03-01,0
5496,2022-11-01,2025-03-01,28
9740,2020-05-01,2023-06-01,37
3762,2020-07-01,2020-07-01,0
3526,2020-10-01,2021-09-01,11
6531,2022-08-01,2022-08-01,0
1674,2020-10-01,2020-10-01,0
2330,2021-12-01,2021-12-01,0
5336,2020-11-01,2022-06-01,19
7825,2022-08-01,2022-08-01,0
9159,2020-04-01,2020-04-01,0
5745,2020-02-01,2022-06-01,28
8912,2022-06-01,2022-06-01,0
7653,2021-01-01,2023-05-01,28
1981,2020-04-01,2021-10-01,18
8933,2020-06-01,2022-12-01,30
3353,2022-07-01,2024-12-01,29
6231,2020-04-01,2021-02-01,10
7532,2020-12-01,2021-11-01,11
9437,2022-10-01,2023-09-01,11
4960,2023-06-01,2023-06-01,0
8366,2021-11-01,2025-02-01,39
1829,2021-08-01,2021-08-01,0
7850,2021-12-01,2024-05-01,29
6364,2020-02-01,2022-10-01,32
6123,2020-06-01,2020-06-01,0
9163,2020-12-01,2020-12-01,0
9171,2020-08-01,2020-08-01,0
1379,2021-06-01,2024-11-01,41
9281,2020-12-01,2020-12-01,0
4524,2022-10-01,2022-10-01,0
1828,2020-04-01,2023-11-01,43
8710,2021-05-01,2021-11-01,6
2761,2022-02-01,2022-04-01,2
6992,2020-09-01,2024-05-01,44
1741,2021-09-01,2021-09-01,0
4189,2022-03-01,2022-03-01,0
2204,2020-10-01,2023-01-01,27
5582,2020-11-01,2021-06-01,7
2946,2023-10-01,2025-04-01,18
7453,2020-05-01,2024-03-01,46
6990,2020-03-01,2021-04-01,13
9341,2021-02-01,2021-02-01,0
1742,2024-08-01,2024-08-01,0
6456,2022-10-01,2022-10-01,0
8487,2021-12-01,2021-12-01,0
3290,2022-11-01,2025-02-01,27
6218,2024-05-01,2024-05-01,0
5902,2022-02-01,2023-08-01,18
9351,2024-08-01,2024-08-01,0
5911,2021-07-01,2023-11-01,28
7035,2024-09-01,2024-09-01,0
7824,2023-05-01,2023-05-01,0
1436,2020-07-01,2025-01-01,54
4728,2020-10-01,2020-10-01,0
8871,2020-11-01,2022-08-01,21
7229,2021-03-01,2021-03-01,0
4968,2021-08-01,2021-08-01,0
2800,2020-02-01,2020-02-01,0
6139,2022-06-01,2022-06-01,0
4340,2023-02-01,2023-08-01,6
8726,2024-04-01,2024-04-01,0
2020,2020-04-01,2020-04-01,0
4397,2020-11-01,2020-11-01,0
8837,2020-08-01,2024-04-01,44
3837,2024-10-01,2025-03-01,5
6608,2021-08-01,2021-08-01,0
5331,2023-07-01,2023-07-01,0
5038,2023-03-01,2023-03-01,0
4684,2020-11-01,2020-11-01,0
5735,2020-11-01,2023-08-01,33
9011,2020-02-01,2024-05-01,51
5480,2020-03-01,2023-03-01,36
9899,2020-09-01,2021-08-01,11
6654,2021-02-01,2021-02-01,0
5758,2020-03-01,2020-03-01,0
2294,2022-08-01,2022-11-01,3
5201,2023-12-01,2024-10-01,10
4310,2020-01-01,2020-01-01,0
5450,2023-03-01,2023-03-01,0
4920,2021-08-01,2021-08-01,0
9700,2020-09-01,2024-06-01,45
1860,2021-06-01,2021-06-01,0
8739,2021-09-01,2023-07-01,22
1084,2022-03-01,2022-06-01,3
7666,2020-03-01,2021-12-01,21
8822,2021-01-01,2024-06-01,41
6262,2023-05-01,2024-08-01,15
2465,2021-03-01,2021-03-01,0
9767,2024-06-01,2024-06-01,0
3868,2020-03-01,2022-03-01,24
1595,2020-02-01,2020-02-01,0
9116,2023-11-01,2023-11-01,0
5742,2020-03-01,2021-03-01,12
5888,2021-03-01,2021-03-01,0
6489,2021-09-01,2022-03-01,6
9901,2024-01-01,2024-01-01,0
9261,2023-09-01,2023-09-01,0
2845,2022-07-01,2022-07-01,0
8518,2022-05-01,2022-05-01,0
4050,2020-11-01,2021-09-01,10
5833,2020-01-01,2022-12-01,35
3875,2020-10-01,2022-05-01,19
7643,2022-04-01,2022-09-01,5
6372,2020-03-01,2020-03-01,0
2562,2023-05-01,2023-05-01,0
8822,2021-01-01,2021-04-01,3
1111,2024-01-01,2024-01-01,0
8319,2021-01-01,2023-08-01,31
5947,2020-06-01,2023-11-01,41
1187,2020-02-01,2020-02-01,0
4871,2021-02-01,2021-02-01,0
8625,2023-12-01,2023-12-01,0
